# Pathway	AS-3361-A4_S58_merged_Abundance	AS-3603-A1_S21_merged_Abundance	AS-3603-A2_S12_merged_Abundance	AS-3614-A3_S22_merged_Abundance	AS-3627-A23_S33_merged_Abundance	AS-3630-A25_S36_merged_Abundance	AS-3630-A26_S37_merged_Abundance	AS-3630-A5_S27_merged_Abundance	AS-3633-A6_S59_merged_Abundance	AS-3633-A7_S57_merged_Abundance	AS-3633-A8_S60_merged_Abundance	AS-3634-A21_S44_merged_Abundance	AS-3639-A15_S32_merged_Abundance	AS-3639-A16_S35_merged_Abundance	AS-3639-A17_S24_merged_Abundance	AS-3639-A18_S25_merged_Abundance	AS-3639-A19_S30_merged_Abundance	AS-3639-A20_S26_merged_Abundance	AS-3641-A11_S28_merged_Abundance	AS-3641-A12_S31_merged_Abundance	AS-3641-A9_S20_merged_Abundance	AS-3658-A28_S45_merged_Abundance	AS-3658-A29_S29_merged_Abundance	AS-3658-A30_S1_merged_Abundance	AS-3681-A56_S18_merged_Abundance	AS-3687-A59_S9_merged_Abundance	AS-3687-A60_S10_merged_Abundance	AS-3687-A61_S11_merged_Abundance	AS-3687-A70_S47_merged_Abundance	AS-3688-A40_S5_merged_Abundance	AS-3688-A41_S7_merged_Abundance	AS-3688-A42_S6_merged_Abundance	AS-3689-A43-45_S51_merged_Abundance	AS-3689-A44_S55_merged_Abundance	AS-3690-A35_S2_merged_Abundance	AS-3690-A36_S3_merged_Abundance	AS-3690-A37_S4_merged_Abundance	AS-3690-A38_S34_merged_Abundance	AS-3691-A33_S61_merged_Abundance	AS-3691-A34_S53_merged_Abundance	AS-3693-A46_S56_merged_Abundance	AS-3693-A47_S8_merged_Abundance	AS-3696-A39_S38_merged_Abundance	AS-3716-A48_S13_merged_Abundance	AS-3716-A49_S46_merged_Abundance	AS-3716-A50_S14_merged_Abundance	AS-3716-A51_S15_merged_Abundance	AS-3716-A52_S19_merged_Abundance	AS-3716-A54_S39_merged_Abundance	AS-3716-A55_S16_merged_Abundance	AS-3721-A62_S52_merged_Abundance	AS-3721-A63_S54_merged_Abundance	AS-3721-A64_S48_merged_Abundance	AS-3721-A65_S49_merged_Abundance	AS-3721-A66_S50_merged_Abundance	AS-3726-A68_S40_merged_Abundance	AS-3726-A69_S41_merged_Abundance	AS-3787-A57_S42_merged_Abundance	AS-3787-A58_S43_merged_Abundance	MNSTB-2072002-AS3716A53_S23_merged_Abundance	MP-3608_S119_merged_Abundance	MP-3609_S74_merged_Abundance	MP-3610_S115_merged_Abundance	MP-3612_S75_merged_Abundance	MP-3613_S76_merged_Abundance	MP-3615_S77_merged_Abundance	MP-3617_S78_merged_Abundance	MP-3618_S113_merged_Abundance	MP-3619_S102_merged_Abundance	MP-3620_S116_merged_Abundance	MP-3623_S80_merged_Abundance	MP-3624_S81_merged_Abundance	MP-3625_S109_merged_Abundance	MP-3627_S71_merged_Abundance	MP-3628_S114_merged_Abundance	MP-3629_S100_merged_Abundance	MP-3630_S84_merged_Abundance	MP-3631_S85_merged_Abundance	MP-3632_S86_merged_Abundance	MP-3633_S87_merged_Abundance	MP-3634_S72_merged_Abundance	MP-3635_S88_merged_Abundance	MP-3636_S82_merged_Abundance	MP-3637_S99_merged_Abundance	MP-3638_S79_merged_Abundance	MP-3639_S117_merged_Abundance	MP-3640_S91_merged_Abundance	MP-3641_S92_merged_Abundance	MP-3642_S96_merged_Abundance	MP-3643_S94_merged_Abundance	MP-3644_S93_merged_Abundance	MP-3645_S97_merged_Abundance	MP-3646_S89_merged_Abundance	MP-3648_S83_merged_Abundance	MP-3651_S106_merged_Abundance	MP-3652_S73_merged_Abundance	MP-3654_S62_merged_Abundance	MP-3659_S101_merged_Abundance	MP-3660_S64_merged_Abundance	MP-3661_S65_merged_Abundance	MP-3663_S66_merged_Abundance	MP-3664_S67_merged_Abundance	MP-3665_S68_merged_Abundance	MP-3668_S69_merged_Abundance	MP-3670_S112_merged_Abundance	MP-3673_S70_merged_Abundance	MP-3674_S107_merged_Abundance	MP-3675_S108_merged_Abundance	MP-3676_S110_merged_Abundance	MP-3677_S118_merged_Abundance	MP-3679_S111_merged_Abundance	MP-3683_S122_merged_Abundance	MP-3687_S124_merged_Abundance	MP-3705_S120_merged_Abundance	MP-3708_S121_merged_Abundance	MP-3709_S105_merged_Abundance	MP-3714_S63_merged_Abundance	MP-3716_S90_merged_Abundance	MP-3719_S98_merged_Abundance	MP-3720_S95_merged_Abundance	MP-3725_S103_merged_Abundance	MP-3726_S104_merged_Abundance	MP-3737_S123_merged_Abundance
UNMAPPED	11211310.3156988863	18749154.0420970246	11157739.5153242517	11843808.6030132137	11451531.8508701008	18351275.3558982499	17977309.6500125788	17832641.3489706330	14019028.8346395101	9861864.1014160663	12070428.3611881845	27536522.7355199419	11025106.8834709637	14801964.8399644326	13884968.8297300003	12026559.4808317386	16652085.9343436006	14301427.0115191229	14434206.1747619472	11986828.7509125303	18511767.6727145799	14167552.2449753322	12928419.5804551076	12797844.5768168718	19915529.6931000724	10888753.3915567342	11028910.5169002227	13440816.0736915376	14761669.3915573694	17236612.7872926816	15269340.3611910045	15207107.2106676437	10527745.8745755367	12788122.7361707762	13443565.8504402488	15136405.6636660062	12102556.2003729194	10075168.5319021884	10352325.5849808473	8396521.1026796140	14626883.3827904128	15597945.3453732487	20199078.6517793275	15778849.9337583743	11271317.8726057541	10771222.1631341092	11418458.9887568001	11935876.1663623471	13079071.1307032071	13470338.9752281457	13275474.8458576091	11914164.5589680653	15796993.3473615758	14373164.7465248462	12261089.6974296551	9490603.4250901565	13817343.7586672064	11899931.1048660669	14860967.2679005936	12903032.7195094973	15279173.5491363518	4904665.4357209010	20451084.4912889972	14011292.8996899594	12822577.9830362815	16456003.4020942617	20547034.5504720770	11485719.5679690279	13781452.4381597918	19846384.6196427420	12206605.3996114228	8200964.9570729481	7821174.2238943558	13118179.9177461173	19727012.1838884763	9800912.9567459505	19022097.5456463583	22148639.0704645663	6222751.2770148814	10560670.1933515612	7433597.1210901961	27530389.7065628394	8679614.4168782718	33123219.6433145627	24132329.1609749831	20922813.6259027347	17328495.2991816625	20195588.2461404651	17046890.7821232527	13066823.0749242362	13108798.4213499483	7340886.4448339986	12194010.3843536172	14361362.2651857063	11853159.5132528543	8378534.0373611245	7486050.7157156169	5422310.5191484196	13333759.4765200131	12743796.7586553991	16644263.8938140888	17956338.9682864472	7996549.4949423075	9166871.8271972202	14273660.5652686469	17987017.6066712476	11124199.6439488325	12904910.9169531055	15294604.4144131839	19644897.7871415950	12995196.1749960631	16041474.2212523594	19661600.5177535564	9837499.2908190805	13228374.7334989347	11674176.2048745491	12687.6301763066	10283583.0534152854	14935742.3971335553	24921489.1149348132	769963.7297593632	13574787.3586998228	13349105.3723808471
UNINTEGRATED	45223642.8960476592	30508464.6806590855	34524156.0238155872	28053527.9668442905	24265854.0659567490	36136329.4468969330	42782166.2679002210	48129330.5166692585	39233459.8609062731	26442006.4188258238	36772300.9646293297	20277334.6299863644	25729240.6171491891	32680138.0107440799	34383361.9788929597	39974143.6771938279	39003353.0150209293	46885106.1059070230	32526923.9435879514	20181540.9597985595	34287527.2901556715	53529107.0468115360	42343666.4101396725	49072922.9380447045	33666965.6306698695	23840054.5905215777	22636865.7562195808	27194669.6770694517	38700984.6355500147	32016504.3877578266	34066308.7011984587	42765121.1740741655	37786117.7749610022	37271886.6924181506	32367048.8866010793	21849861.1027257740	39153972.7939328402	51527210.6222136021	30285863.1832269505	25485346.2457652539	28673048.1693822183	34472009.2909827009	51728431.0761428028	25317651.8178439140	29495008.0152644403	33923521.4744917154	38999846.0799330696	29216701.0631052442	38383887.8372373283	25981940.2069426365	29673959.2923192717	33549004.6113888510	34247270.1610993892	21720156.1681331806	27735987.3889740072	38007351.1884620562	18299211.7415470891	29883713.9406233132	31598457.1036423258	34903341.9871238470	89729621.5799181461	89876644.1977431476	59769445.3735972717	192359706.4824593365	45228331.5327464417	31593697.9713197500	29616234.4679370746	31681803.7616278343	52791378.6647256836	52480495.2140359282	91460844.3796973079	126465482.6685778350	32826080.8872203715	26217623.4825077653	64511403.9294172153	53761497.2637640312	34474145.8819855452	41432238.4809517190	98221289.3246499747	53380071.9531509578	32467952.1853848323	24402491.6669780537	147185426.6319043040	24499895.9376068003	31473499.2476213947	56481464.6584948376	134952338.3555642366	24064432.3459944464	90406469.7090041488	61391397.1200408414	38451702.2823650315	79644043.4186503589	50471830.0252594277	57295249.4551672265	29187235.0240597352	106056932.6723227203	39763961.9979774803	42175353.1243161783	24875025.8097025678	28373729.9434995130	46023429.7334086150	35951671.2720989883	124843002.1746502668	41081213.3490622491	59315960.5725926682	39149183.9956074059	69575050.1328504235	34142691.4448977262	84437730.4424211234	43252982.2132297233	28375131.4835579395	63094658.5527392030	36719836.5510581210	40364963.4317233637	142986659.9434313178	46985965.9935513288	13951.6194274206	55384090.3008855581	29740159.0421926044	26292523.8410639167	11168763.8380028903	42572283.8959893435	35555780.1320674494
12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation	0	0	0	0	0	0	0	36.3157872144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8350757790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1262175800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3598733694	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5414092485	0
1CMET2-PWY: folate transformations III (E. coli)	24066.7257959300	6830.9721868233	14211.5677631683	19017.8018897861	18313.7657889690	29197.6325200919	31856.7663025078	34424.1380255970	23775.3763339674	16943.0060892382	20687.4616850785	5780.1533859707	18803.4530736486	19429.0570682876	22365.5422048315	25914.4404335851	24086.4045613932	33167.4282332683	18267.5523506371	17026.4466521114	22347.9710469435	21511.4989001220	28684.0856264670	31431.2701684739	26732.5327801304	18937.6353598549	17337.0442808395	20955.6743997482	27851.6655007458	25389.9685358806	22701.2032662774	28512.4315767885	20195.9353682692	24656.3814529131	19098.8620666608	18285.1061329949	20719.8241422704	25860.2163125692	20021.7233367018	14572.6916555412	19606.4071010958	23895.2998549170	23223.6758383554	21466.9600061384	23556.4138052375	23372.2371249978	24824.4239710611	19851.6437407754	21279.4178807896	18007.4802830873	23239.4738463923	23560.8233270049	22916.8565829294	17513.3286540779	22457.9900934220	22110.8361734230	14152.7767183787	22664.7710068439	23273.8858508500	20667.8716393227	32683.1562734925	25712.0276648094	41548.0308570812	54916.3338139436	22066.9141191306	23038.3913916804	20092.5788810100	24252.5766062174	21562.8984680237	32116.2153779887	37914.4801177008	36528.1351831632	1130.0881249879	17704.8760211370	27484.8325703469	27736.2898828152	8432.4708466294	19871.6721555345	29567.0571162108	25486.1257157708	22198.4984726775	7406.5050261173	43618.4759462213	12535.1228459436	9829.5161782537	32698.9470741448	41512.9718628279	4240.1736280417	42158.2215786959	28595.8154846946	28345.2224814637	31708.4759730489	28823.7649436139	34267.0085774802	21401.6932905535	33899.6669512477	29076.9255566808	24840.6783383990	21019.0829059938	22929.5017685188	29645.3178468766	25045.8883706153	43904.9542585415	24255.2648964992	30576.9616006425	23985.2256717348	29585.6302112612	20904.8137370654	42956.6394086772	29039.1989247696	18994.9948708514	34426.5213197310	13456.7828172872	22548.5002797972	41812.9378483572	22134.4992036424	0	21956.5896922019	20897.5544300459	15405.1119758452	3003.6536006419	21323.8458157532	22634.3950068015
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	50.1188318095	0	95.0374792456	14.4607391020	0	0	0	713.9292995441	0	0	0	58.2106499797	9.2819115268	0	0	23.4887635847	0	135.4427956876	0	0	72.4626353295	0	462.7138411253	0	0	0	0	72.0285582761	0	0	260.5614934691	369.1729556161	0	88.8273690130	42.2290850208	23.2778311062	52.3549034754	0	185.9875118957	0	158.7823058328	20.6530341991	1226.9765571859	88.3494769454	0	54.0741451993	50.2617915698	11.8222901885	651.5581361107	24.6475860675	218.5445684854	94.1195645334	73.9580680907	0	36.0285792829	12.2627387855	0	0	8.5491890473	0	3169.6826169946	106.1109756341	54.6142058330	110.4695002928	0	0	114.9141548602	64.8846049275	157.9540722676	377.2304966603	1009.6619695628	13143.8729169996	0	0	1034.1982736380	331.7027579870	0	1473.3135789030	0	1023.1302934676	0	12.4846408593	0	0	0	515.1877838955	540.7157727013	0	13.1598009907	1958.5856209415	17.2091445180	0	505.1567351988	1105.4580888914	0	1850.1926709735	37.8309512871	0	0	25.1358572567	324.6415479661	6.1983144264	12.0496935076	0	4.2482180913	439.5918618955	0	56.2561859446	382.6125452717	0	0	152.0320468957	0	322.8945067176	0	200.7214639339	0	6413.2384215807	0	69.8351548651	709.1822932418	162.3274845430	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	19.3714690513	0	0	74.5730666777	0	0	317.7429168795	0	0	0	0	33.2248929104	0	0	0	0	0	60.7660045241	5.7817203496	0	0	0	23.5862253016	0	0	0	0	8.8026376096	0	0	0	0	44.1245830976	27.4572355769	0	31.9272186604	143.4748292391	0	13.4375534711	0	0	0	71.6736024306	0	0	10.9390499291	61.9257277223	0	79.8957435700	127.0751936105	42.6890585057	10.4096923201	32.2137513118	0	9.9179999745	0	0	0	0	255.2668534330	2838.3762293444	0	157.2059873658	26432.4943689545	0	14.9145015115	239.0284914840	16.9335087691	0	162.8046157167	5834.7498029573	0	0	96.2219511694	337.4672544459	0	0	86.1720362804	14585.5642096147	557.4938602044	64.5801128592	129.6244067335	0	0	0	265.5981774572	1413.6966447509	0	5961.5847031316	0	46.7676474939	0	83.1122160367	175.4138323258	187.6993388429	7609.8846779344	0	0	81.1877655788	0	479.3740396470	18.7465629036	20.6666856835	0	1387.8838521444	0	0	19.0067405494	419.1991609561	0	0	0	0	245.9155424079	17868.6461286977	383.0425858418	0	0	390.8811070982	0	724.9842531270	49.4044771905	16.8574445011
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373.0414408610	0	0	0	0	0	0	0	0	0	74.3082575292	0	0	316.1444826340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.4174454464	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	31.8016355247	7.1491153705	0	0	0	0	0	76.3580419497	222.5533285182	38.3736915353	99.7960603430	47.2058127793	11.2663585144	0	11.6270545937	105.6844866059	0	333.2730221883	21.0034616294	0	34.7067036240	121.8056183114	708.3737471207	62.1629565624	5.9430104763	0	0	0	81.8275372765	27.8616705314	0	1555.5199884276	35.1004226763	174.0375481105	27.1955974263	0	99.4051405132	32.3674619500	131.2365801921	0	48.4344807074	90.6994510180	200.7758652074	130.4507453341	32.3168715359	67.2955013922	0	30.8400774828	153.5092276323	0	224.3417486894	0	54.8881235426	0	138.3824692970	0	45.6073723313	0	0	89.3053365277	415.1697065772	42.3035046477	0	146.2397889848	0	278.5759934601	35.3148564921	140.6600002351	36.2667047736	364.2478018560	0	0	0	48.0265450170	0	0	10.3561282455	0	0	0	100.0677897530	0	0	0	0	531.1381986125	62.8354388675	0	52.3137726902	35.9914767782	0	0	193.2270648112	0	35.9405680590	35.9161025362	15.5390206959	0	0	78.7706840994	354.4958585043	80.8088370715	0	249.6786596900	63.4854946998	263.9108777785	0	132.7417405993	33.4161483767	0	42.6518326889	48.4251655365	0	435.8277733028	700.7696617731	38.4116728680	0	0	37.1670197968	187.8802428368	0	482.6712851908	139.4863121147
ANAEROFRUCAT-PWY: homolactic fermentation	10176.5931965575	9383.2615284830	7543.0978785319	10685.2717379584	5049.1927306022	1516.2857371356	13988.2844602968	16042.3562074469	6299.1780213630	2539.3095412252	9400.5526494138	5817.5352705954	3260.1250643218	19283.2958144664	9218.8474840119	9217.5517620754	4364.4896840347	25161.3299932479	5896.0588767826	5362.4502948429	6818.3019043492	26536.9376706779	14011.8069715868	31629.2667838501	14046.9643083959	7060.2759602977	5860.4275371384	7434.9867551407	12317.2744171281	13073.4934917644	11880.1489722634	15410.1820451315	9475.1755797812	12215.2470769647	6266.1503776806	6177.3674007415	6775.6986490629	4364.8255452148	7305.6463361500	17609.5300453068	9030.1309034816	11322.4684126488	25936.7099623420	8696.6840007341	8302.0223256454	6206.1311017058	12450.0071667968	7192.1916746823	18140.1856867614	6154.2426196139	9328.6366875751	14033.4164993555	6647.3773434959	6109.2398848679	8395.4532661079	4078.7298600273	7633.0722928244	4541.8712099696	3678.8723552955	9863.9133213503	33772.3675751826	33019.9219774720	19249.9625593880	65710.3959544897	8337.3282103021	9593.3934050445	10875.4551836238	6992.9897996205	18469.2507381131	16402.2221908054	31705.1320859515	39584.7823451349	1789.1513900105	9239.5604403559	23375.2098337295	57743.0864217443	3768.7298384357	18668.5055576264	29895.0524719879	24430.7783738198	12915.6871427374	5300.5304094735	47080.8772413346	12397.8176170100	467.6223438292	18707.8259458090	55129.3101834440	353.1016472466	40440.5880626009	33839.0776146667	16562.2349321443	56105.9148468506	14535.1103527995	22512.4553754665	7139.5164270150	37762.4985427219	14289.6730757255	12027.4019461548	6307.1526689264	14918.3564917656	20433.5371152162	15688.8138854982	46993.0779980726	15812.8378435486	14366.4333892227	13456.9609337353	23506.2713119937	6584.8196950969	25754.9841902660	24196.3524576798	5895.0536370966	50446.4196652295	11412.4617433288	12498.1610586256	47841.7867784531	15235.1376769556	0	16423.6921713272	11202.3965936348	9235.8207200609	3277.7390895521	18767.5887703320	11174.6505407438
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	30713.4290699545	14898.8238028278	24068.4659727044	21855.4843791878	17810.5927400595	33849.6092956048	42555.1967642201	56289.5961307704	31845.2046921563	19684.3310011558	27967.7769055605	9403.8061836510	23377.9710996165	29040.1018015160	27411.3690045438	26728.9847302863	26802.6471339596	40122.5200414955	26710.8459828779	19065.2739206005	24157.1886921709	45137.1212725938	37965.9861419096	39931.7450070711	28722.2181915814	23005.2338515738	20603.8711740997	24918.5261450733	27020.0712692291	28396.3983143822	29227.6308290809	32825.8972475670	28752.9256604759	28458.2080863452	24327.4671036161	22953.3681896487	22357.1005242650	35592.4691801284	22066.4247047495	23114.9893124178	22178.5864629144	29688.2340760627	47189.3833272174	20935.2579525809	27044.4756552172	28317.6017449532	27273.6281528581	26280.5825454007	31034.8043001744	23841.1118398171	27539.9264109284	29483.4001396239	26755.8871050258	15703.7409564362	25742.1170697078	32209.0339638969	18140.3355391419	24710.4101869383	28266.1430722387	23197.3839845493	40847.9360279364	44432.1792700836	28052.6462210565	76610.0654606915	40333.8856063886	27474.8083611179	17343.7658888632	24568.1754958570	27440.2475691586	33361.6466560276	40830.9059168586	54429.2179474867	21800.3866204477	21732.9095796593	33223.8793641726	64005.6474235443	19901.0097561784	27287.8101198940	44200.9074284952	34279.1809009325	23754.6369011891	12741.6824008071	66926.7351392740	20889.5853185433	11965.2158836952	34377.5866774578	63632.5137066325	3951.8832240970	51434.1026816831	53962.2170959468	26001.6805029791	87569.5437125928	26585.6690897466	51494.5564613352	19527.0241815026	44400.9657504694	26925.6023607895	24733.4761797660	25475.3178842221	31060.1463877413	35189.2305247193	28765.4120017818	61047.1683700525	22933.2096614925	36600.1895768915	24349.0171652934	31826.6530484017	19692.4943443721	42002.2705776731	37622.0164834905	23224.8262189564	66437.7338081533	14622.8912058320	23847.8101017572	54135.6098222236	23388.4708396144	0	22951.8764971662	18196.0356600974	22032.7680609681	4184.6075921658	26474.4502239870	30097.5667527405
